TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
N17608,,,Evans 22814,Free,"Price, Richard, 1723-1791.; Revolution Society (London, England)",Price, Richard,male," 1723-1791.; Revolution Society (London, England)",1790,"A discourse on the love of our country, delivered on Nov. 4, 1789, at the meeting-house in the Old Jewry, to the Society for Commmemorating the Revolution in Great Britain. / By Richard Price, D.D. LL.D. F.R.S. and fellow of the American Philosophical Societies at Philadelphia and Boston.",Patriotism -- Great Britain.; Great Britain -- History -- Revolution of 1688.,39
N17618,,,Evans 22827,Free,"Ralling, John.",Ralling, John.,male,,1790,"Miscellanies, viz. I. The time-piece; or, An honest servant's advice to his master. II. Verses on the month of May. III. An affectionate father's dying advice. : [Three lines of Latin verse]",Poems -- 1790.; Anthologies.,25
N17619,,,Evans 22828,Free,"Ramsay, David, 1749-1815.; Medical Society of South Carolina.",Ramsay, David,male, 1749-1815.; Medical Society of South Carolina.,1790,"A dissertation on the means of preserving health, in Charleston, and the adjacent low country. Read before the Medical Society of South-Carolina, on the 29th of May, 1790. / By David Ramsay, M.D. Member of the Royal Physical Society of Edinburgh.",Health.; Hygiene.; Environmental health -- South Carolina -- Charleston.; Public health -- South Carolina -- Charleston; South Carolina -- Climate.,31
N17631,,,Evans 22840,Free,Rhode Island.,Rhode Island.,,,,1790,"State of Rhode-Island and Providence-Plantations. In General Assembly. January session, A.D. 1790. An act for calling a Convention, to take into consideration the Constitution proposed for the United States, passed on the 17th of September, A.D. 1787, by the General Convention held at Philadelphia.; Act calling for a convention",United States. -- Constitution.; Rhode Island. -- Convention (1790).; Rhode Island -- Politics and government -- 1775-1865.; Broadsides.,2
N17643,,,Evans 22852,Free,"Richardson, Samuel, 1689-1761.",Richardson, Samuel,male, 1689-1761.,1790,"The history of Sir Charles Grandison, abridged from the works of Samuel Richardson, Esq. Author of Pamela and Clarissa.",Juvenile literature -- 1790.,160
N17649,,,Evans 22860,Free,"Rowe, Elizabeth Singer, 1674-1737.; Watts, Isaac, 1674-1748, ed.",Rowe, Elizabeth Singer, Elizabeth Singer," 1674-1737.; Watts, Isaac, 1674-1748, ed.",1790,"Devout exercises of the heart, in meditation and soliloquy, prayer and praise. / By the late pious and ingenious Mrs. Rowe. ; Reviewed and published at her request, by I. Watts, D.D.",Devotional exercises.; Booksellers' advertisements -- Massachusetts -- Boston.,140
N17650,,,Evans 22862,Free,"Rush, Benjamin, 1746-1813.; College of Physicians of Philadelphia.",Rush, Benjamin,male, 1746-1813.; College of Physicians of Philadelphia.,1790,"An eulogium in honor of the late Dr. William Cullen, professor of the practice of physic in the University of Edinburgh; delivered before the College of Physicians of Philadelphia, on the 9th of July, agreeably to their vote of the 4th of May, 1790. / By Benjamin Rush, M.D. professor of the theory and practice of medicine, in the College of Philadelphia. ; Published by order of the College of Physicians.","Cullen, William, 1710-1790.; Funeral addresses -- 1790.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.; Funeral addresses -- 1790.",32
N17653,,,Evans 22866,Free,"Rush, Benjamin, 1746-1813.; Clymer, George, 1739-1813.",Rush, Benjamin,male," 1746-1813.; Clymer, George, 1739-1813.",1790,"Thoughts upon the amusements and punishments which are proper for schools. Addressed to George Clymer, Esq. / By Benjamin Rush, M.D.",Corporal punishment.; School discipline.; Students -- Recreation.; Hunting.,9
N17659,,,Evans 22876,Free,,,,,,1790,"The School of virtue, a novel, on a new plan. : To which is added, The fair solitary; or, Female hermit, a novel. From the French of the Marchioness de Lambert.",Booksellers' advertisements -- Pennsylvania -- Philadelphia.,275
N17672,,,Evans 22891,Free,"Smith, William, 1727-1803.; State Society of the Cincinnati of Pennsylvania.",Smith, William,male, 1727-1803.; State Society of the Cincinnati of Pennsylvania.,1790,"A sermon, on temporal and spiritual salvation: delivered in Christ-Church, Philadelphia, before the Pennsylvania Society of the Cincinnati. / By William Smith, D.D. provost of the College and Academy of Philadelphia. ; Prepared and published at the request of the society.",Salvation.; Fourth of July sermons -- 1790.; Prospectuses.,32
N17691,,,Evans 22913,Free,"Strong, Nathan, 1748-1816.; Connecticut. General Assembly.",Strong, Nathan,male, 1748-1816.; Connecticut. General Assembly.,1790,"A sermon, delivered in presence of His Excellency Samuel Huntington, Esq. L.L.D. governor, and the Honorable the General Assembly of the state of Connecticut, convened at Hartford, on the day of the anniversary election. May 13th, 1790. By Nathan Strong, A.M. Pastor of the First Church in Hartford.",Election sermons -- Connecticut -- 1790.,31
N17702,,,Evans 22928,Free,"Thompson, Abraham.",Thompson, Abraham., Abraham.,,1790,Poems on the most solemn subjects. Written by Abraham Thompson.,Jesus Christ -- Crucifixion -- Poetry.; Death -- Poetry.; Salvation -- Poetry.; Judgment Day -- Poetry.; Heaven -- Poetry.; Hell -- Poetry.; Poems -- 1790.,24
N17716,,,Evans 22944,Free,"Hemmenway, Moses, 1735-1811.; Hemmenway, Moses, 1735-1811. Discourse on the nature and subjects of Christian baptism. Selections.",Hemmenway, Moses, Moses," 1735-1811.; Hemmenway, Moses, 1735-1811. Discourse on the nature and subjects of Christian baptism. Selections.",1790,A treatise on the nature and subjects of Christian baptism. Extracted from a late author.,Baptism.; Infant baptism.,73
N17719,,,Evans 22947,Free,"Tudor, William, 1750-1819.; Massachusetts Society of the Cincinnati.",Tudor, William,male, 1750-1819.; Massachusetts Society of the Cincinnati.,1790,"A gratulatory address, delivered July 5, 1790, before the Society of the Cincinnati, of the Commonwealth of Massachusetts. Published by their order.",Fourth of July orations -- 1790.,15
N17720,,,Evans 22948,Free,"Tyler, Royall, 1757-1826.",Tyler, Royall, Royall, 1757-1826.,1790,"The contrast, a comedy; in five acts: / written by a citizen of the United States; ; performed with applause at the theatres in New-York, Philadelphia, and Maryland; ; and published (under an assignment of the copy-right) by Thomas Wignell. ; [Two lines in Latin from Virgil with two line English translation]",Plays -- 1790.; Subscribers' lists.,100
N17725,,,Evans 22953,Free,"United States. Congress (1st, 1st session : 1789).; United States. Constitution.",United States. Congress (1st, 1st session : 1789).; United States. Constitution., 1st session : 1789).; United States. Constitution.,,1790,"Amendments proposed to be added to the Federal Constitution, by the Congress of the United States of America, begun and held at the city of New-York, on Wednesday, the fourth day of March, in the year M,DCC,LXXXIX.",Constitutional amendments -- United States,9
N17738,,,Evans 22966,Free,"United States.; Jefferson, Thomas, 1743-1826.",United States.; Jefferson, Thomas,male, 1743-1826.,1790,"Congress of the United States: At the second session, begun and held at the city of New-York, on Monday, the fourth of January, one thousand seven hundred and ninety. An act providing for holding a treaty or treaties to establish peace with certain Indian tribes.; Act providing for holding a treaty",United States. -- Act providing for the expences which may attend negociations or treaties with the Indian tribes ...; Indians of North America -- Government relations.; Indians of North America -- Treaties.; United States -- Appropriations and expenditures.; Broadsides.,2
N17759,,,Evans 22994,Free,"United States. Dept. of State.; Jefferson, Thomas, 1743-1826.",United States. Dept. of State.; Jefferson, Thomas,male, 1743-1826.,1790,"Report of the secretary of state, on the subject of establishing a uniformity in the weights, measures and coins of the United States. Published by order of the House of Representatives.",Weights and measures -- United States.; Coinage -- United States.,19
N17763,,,Evans 22998,Free,"United States. Dept. of the Treasury.; United States. Congress (1st, 2nd session : 1790). House.",United States. Dept. of the Treasury.; United States. Congress (1st, 2nd session : 1790). House., 2nd session : 1790). House.,,1790,"Report of the secretary of the Treasury to the House of Representatives, relative to a provision for the support of the public credit of the United States, in conformity to a resolution of the twenty-first day of September, 1789. : Presented to the House on Thursday the 14th day of January, 1790. : Published by order of the House of Representatives.","Debts, Public -- United States.",51
N17765,,,Evans 23001,Free,"United States. Dept. of State.; Jefferson, Thomas, 1743-1826.",United States. Dept. of State.; Jefferson, Thomas,male, 1743-1826.,1790,"The secretary of state, to whom was referred by the House of Representatives the letter of John H. Mitchell, reciting certain proposals, for supplying the United States with copper coinage, has had the same under consideration, according to instructions, and begs leave to report thereon as follows.",Coinage -- United States.; Copper coins -- United States.,3
N17779,,,Evans 23028,Free,"Smither, James, 1741-1797, engraver.",Smither, James,male," 1741-1797, engraver.",1790,"The Vocal remembrancer; being a choice selection of the most admired songs, including the modern. : To which are added favourite toasts and sentiments.",Songsters.,193
N17785,,,Evans 23035,Free,"Warren, Mercy Otis, 1728-1814.; Washington, George, 1732-1799, dedicatee.",Warren, Mercy Otis, Mercy Otis," 1728-1814.; Washington, George, 1732-1799, dedicatee.",1790,"Poems, dramatic and miscellaneous. By Mrs. M. Warren. ; [Two lines from Pope]",Poems -- 1790.; Plays -- 1790.,250
N17787,,,Evans 23038,Free,"Waterhouse, Benjamin, 1754-1846.; Humane Society of the Commonwealth of Massachusetts.",Waterhouse, Benjamin,male, 1754-1846.; Humane Society of the Commonwealth of Massachusetts.,1790,"On the principle of vitality. A discourse delivered in the First Church in Boston, Tuesday, June 8th, 1790. Before the Humane Society of the Commonwealth of Massachusetts. / By B. Waterhouse, M.D. Professor of the theory and practice of physic, and lecturer on natural history in the University of Cambridge. ; [One line from Bacon]","Life (Biology); Vitality; Lifesaving -- Societies, etc. -- Massachusetts",33
N17788,,,Evans 23039,Free,"Watson, Elkanah, 1758-1842.",Watson, Elkanah, Elkanah, 1758-1842.,1790,"A tour in Holland, in MDCCLXXXIV. / By an American.",Netherlands -- Description and travel.; Travel literature.,188
N17806,,,Evans 23064,Free,"Wesley, Charles, 1707-1788.",Wesley, Charles,male, 1707-1788.,1790,"An epistle to the Reverend Mr. George Whitefield: written in the year MDCCLV. / By Charles Westley [sic], A.M. late student of Christ-Church, Oxford.","Whitefield, George, 1714-1770 -- Poetry.; Poems -- 1790.",8
N17823,,,Evans 23086,Free,"Winthrop, John, 1588-1649.; Webster, Noah, 1758-1843, ed.",Winthrop, John,male," 1588-1649.; Webster, Noah, 1758-1843, ed.",1790,"A journal of the transactions and occurrences in the settlement of Massachusetts and the other New-England colonies, from the year 1630 to 1644: written by John Winthrop, Esq; first governor of Massachusetts: and now first published from a correct copy of the original manuscript. ; [Two lines of Latin text]","Massachusetts -- History -- Colonial period, ca. 1600-1775.; New England -- History -- Colonial period, ca. 1600-1775.",373
N17826,,,Evans 23089,Free,"Woodhull, John, 1744-1824.",Woodhull, John,male, 1744-1824.,1790,"A sermon, for the day of publick thanksgiving, appointed by the president, on account of the establishment of the new Constitution, &c. November 26, 1789. By the Rev. John Woodhull, A.M. Pastor of the First Presbyterian Church in Freehold. ; [One line from Psalms]",United States. -- Constitution.; Thanksgiving sermons -- 1789 Nov. 26.,23
N17835,,,Evans 23101,Free,"Franklin, William Temple, 1760-1823.; Morris, Robert, 1734-1806.",Franklin, William Temple, William Temple," 1760-1823.; Morris, Robert, 1734-1806.",1791,"An account of the soil, growing timber, and other productions, of the lands in the countries situated in the back parts of the states of New-York and Pennsylvania, in North America. And particularly the lands in the county of Ontario, known by the name of the Genesee Tract, lately located, and now in the progress of being settled.",Land settlement -- New York (State).; New York (State) -- Emigration and immigration.; New York (State) -- Description and travel.; Genesee River region (Pa. and N.Y.).,52
N17837,,,Evans 23103,Free,"Adams, Zabdiel, 1739-1801.",Adams, Zabdiel, Zabdiel, 1739-1801.,1791,"Our lapse in Adam, and redemption by Christ considered, in two sermons, preached at Sterling, in the Commonwealth of Massachusetts, the 16th of January, 1791. / By Zabdiel Adams, A.M. Pastor of the church in Lunenburg. ; Published at the desire of many who heard them.",Redemption.; Salvation.; Sermons -- 1791.,35
N17849,,,Evans 23128,Free,,,,,,1791,"The Apollo: being a collection of English songs; including a selection of Masonic songs, anthems, odes, preludes, prologues, epilogues, toasts, &c.",Freemasonry -- Songs and music.; Songsters.,169
N17850,,,Evans 23133,Free,"Atkinson, William King, 1764-1820.",Atkinson, William King, William King, 1764-1820.,1791,"An oration; delivered at Dover, New-Hampshire, on the Fourth of July, 1791. Being the fifteenth anniversary of American independence. : [Six lines of quotations] / By William King Atkinson.",Fourth of July orations -- 1791.,22
N17852,,,Evans 23135,Free,"Austin, Samuel, 1760-1830.",Austin, Samuel,male, 1760-1830.,1791,"Disinterested love, the ornament of the Christian, and the duty of man. A sermon delivered at New-York, June 5, 1790; / by Samuel Austin, A.M. Pastor of a church of Christ in Worcester. ; And published in compliance with the request of a number of the hearers, ; [Four lines from Shaftsbury]",Christian life.; Love (Theology).; Sermons -- 1790.,31
N17853,,,Evans 23136,Free,"Austin, Samuel, 1760-1830.",Austin, Samuel,male, 1760-1830.,1791,"The manner in which the Gospel should be heard, and the importance of hearing it rightly, illustrated and urged, in a discourse, / preached by Samuel Austin, M.A. in Worcester, on the Lord's Day immediately succeeding his installation, September 29th, MDCCXC. ; Published in compliance with the request of many of the hearers.",Preaching.; Sermons -- 1790.,31
N17856,,,Evans 23140,Free,"Backus, Isaac, 1724-1806.",Backus, Isaac,male, 1724-1806.,1791,"The infinite importance of the obedience of faith, and of a separation from the world, opened and demonstrated. By Isaac Backus, Pastor of a church in Middleborough. ; [Four lines of Scripture texts]; True faith",Faith.; Freedom of religion -- Massachusetts.; Booksellers' advertisements -- Massachusetts -- Boston.,31
